"","nomes","cargo_funcao","fala"
"287","NATALIA PASTERNAK","","Eu me graduei em Ciências Biológicas pela USP, Senador. Depois, eu fiz o meu doutorado em Microbiologia, também pela USP, pela Universidade de São Paulo. E lá também eu conduzi diversos projetos de pesquisa como pós-doc, que é o período onde a gente já é um pesquisador independente e participa de grupos de pesquisa, antes de me dedicar mais completamente à comunicação de ciência, quando eu fundei, então, o Instituto Questão de Ciência. Então, a minha formação é em Microbiologia, minha formação de pesquisadora; e, depois, comecei a trabalhar também na área de comunicação de ciência e promoção de pensamento crítico e racional.         O índice H, Senador, é uma métrica usada pra acadêmicos, pra pessoas que se dedicam à vida acadêmica e à carreira acadêmica. A dedicação à vida acadêmica não é a minha atividade principal. Eu mantenho, como eu mostrei nos eslaides – não sei se o senhor estava presente –, uma atividade acadêmica e um vínculo de pesquisa, porque eu considero extremamente importante manter esse vínculo, até pro meu trabalho como comunicadora de ciência. Então, eu ainda tenho... Eu participo hoje de um projeto de pesquisa no Instituto de Ciências Biomédicas, na USP, no Laboratório de Desenvolvimento de Vacinas, e eu estou indo agora pra Universidade de Columbia, como professora visitante, pra passar dois anos desenvolvendo projetos de pesquisa em comunicação de ciência e diplomacia científica. Então, acabei trazendo a comunicação de ciência também como uma área de pesquisa, o que é uma grande satisfação pra mim, porque, no Brasil, essa área não é muito valorizada ainda dentro da academia, mas, na Universidade de Columbia, ela é, tanto que o departamento onde eu vou trabalhar, nos Estados Unidos, se chama Ciência e Sociedade, e é um departamento justamente criado pra fazer essa ponte entre a academia e a sociedade. O índice H, portanto, serve pra metrificar aquelas pessoas que se dedicam exclusivamente à atividade acadêmica. Eu tenho algumas publicações acadêmicas científicas, mas a maior parte das minhas publicações é de conteúdo de divulgação científica. Se o senhor quiser avaliar o meu currículo no Lattes, que é público como o de todo cientista, o senhor vai ver lá as minhas publicações acadêmicas. Só este ano, por exemplo, Senador, eu publiquei quatro artigos científicos sobre comunicação de ciência, desinformação e negacionismo. E, só nesta semana, eu publiquei quatro artigos jornalísticos sobre o mesmo tema. Então, a minha produção mais constante é a produção de conteúdo de divulgação. E, se o senhor gostaria de metrificar o meu desempenho, teria que usar uma métrica adequada pro meu trabalho. O índice H é adequado para o trabalho de acadêmicos, como o Dr. Cláudio, aqui do lado, que, tenho certeza, se questionado pelo senhor sobre qual é o seu índice H, não vai ter o menor problema em exibir aí o tamanho do índice H que ele representa, mas, no meu caso, a métrica adequada seria uma métrica que pudesse avaliar a minha produção de conteúdos de divulgação científica, que é a minha atividade principal. Então, espero que satisfaça a sua curiosidade. "
"288","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS)","Só que eu estou falando... O Dr. Satoshi Omura, Nobel de Medicina em 2015, é um dos pais da ivermectina e recomenda ivermectina – só pra fazer essa colocação a V. Sa. "
"289","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Senador Heinze, só para informação a V. Exa., é que recebemos a comunicação agora do Ministério Público Federal, do 8º Ofício do Amazonas, de que o inquérito a que V. Exa. fez referência já foi arquivado. Eu faço, inclusive, menção à última página aqui do despacho de S. Exa. o Procurador da República Rafael da Silva Rocha, onde ele diz: ""Ante o exposto, determino o arquivamento da presente notícia de fato, nos termos do art. 4º, §4º, da Resolução 174, 2017, do Conselho Nacional do Ministério Público, ressalvado o disposto no art. 18 do Código de Processo Penal"". É só para trazer... "
"290","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS)","Deixe eu... Eu vou lhe esclarecer (Falha no áudio.) ... sobre o Ministério Público Federal. Tem um procurador do Rio Grande do Sul, tem um procurador de Minas Gerais, tem um procurador de Goiás. Esse processo já foi arquivado... Não foi arquivado, não; concluiu porque eles queriam resolver um problema do Rio Grande do Sul, Goiás e Minas Gerais. O que corre hoje de que estou falando e existe é no Ministério Público Estadual, de Manaus, do Estado do Amazonas. Esse processo está em andamento. Inclusive, um pedido meu na Polícia Federal para poder fazer avaliação...         "
"291","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Perfeitamente. Só informando a V. Exa. que estamos... Encaminharei para sua assessoria... "
"292","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS)","Não, federal eu sei. Sei e lhe digo dessa questão dos três procuradores que eu já conversei... "
"293","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","O senhor já tem conhecimento, então, do resultado do inquérito do Ministério Público Federal? "
"294","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS)","Federal, sim, mas o estadual existe, só para fazer uma colocação. E quero fazer uma colocação aqui, doutora. Quando fala, por exemplo, aqui tem 15.670.754 vidas salvas, e o tratamento precoce, sim, foi utilizado nesse processo aqui. Se não fosse, Senador Renan, nós teríamos muito mais gente morta. Inclusive, a crítica que a gente quer fazer são aos médicos, aos cientistas que estão sofrendo bullying hoje, dentro das universidades, na USP, por exemplo, na Universidade Federal do Rio de Janeiro e outras tantas... As pessoas que acreditam na ciência e discutem e debatem esse procedimento. Então, isso é muito ruim. Milhares de médicos, no Brasil inteiro, são responsáveis por essas 15 milhões de vidas. Senão, seria muito mais, negando um tratamento que vários Municípios brasileiros... Vou citar o caso de Serrana, São Paulo, de que já falei aqui. Repito: foi feita a vacinação em toda a população. A letalidade de Serrana é 1.95. Porto Feliz, São Paulo, Prefeito Cássio Prado, médico, aplicou o tratamento; letalidade 1.14. O.k.? Então, assim, eu podia citar dezenas de Municípios no Brasil que têm esse trabalho. Inclusive, o Estado do Senador Randolfe, eu tenho dados, a letalidade é 1.50, é a menor letalidade do Brasil; Rio de Janeiro é 5.9. E lá eles usam esse tratamento. Então, para colocar assim, várias situações existem nesse processo. Então, nós temos que cumprimentar esses médicos que corajosamente, contra tudo e todos, estão salvando vidas pelo Brasil afora. Senão, a situação seria muito pior. É só essa a colocação que eu queria fazer. Uma última pergunta. Segundo o tratado clássico de farmacologia de Goodman e Gilman, tomada em doses adequadas, a cloroquina é um fármaco extremamente seguro, extraordinariamente seguro. Em relatório oficial, os membros do grupos de estudo de antimaláricos da OMS não concluíram existir um risco maior de morte súbita com os antimaláricos, considerando o uso extensivo por mais de 50 anos e a administração de centenas de milhões de doses. De acordo com o Formulário Nacional Britânico, os efeitos adversos no coração da cloroquina são raros ou muito raros, sendo que a cloroquina é muito tóxica em superdosagem. A superdosagem é extremamente perigosa e difícil de tratar. Para a senhora, os efeitos adversos da cloroquina são doses dependentes ou idiossincráticas? São reversíveis ou são irreversíveis? Qual a conduta médica a ser tomada quando o paciente apresenta náuseas, vômitos, diarreias de alta intensidade após o uso da cloroquina? "
"295","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Se o Senador Heinze me permite, é só para acrescentar, se a senhora puder discorrer sobre a diferença entre os índices de letalidade e mortalidade, qual é o mais comumente aceito em relação à contabilidade, às estatísticas do coronavírus?         "
"296","NATALIA PASTERNAK","","Deixe-me responder por partes as perguntas do Senador. Em relação às vidas que foram salvas, Senador, os 15 milhões que o senhor tem aí na sua plaquinha, eu também concordo com o senhor que temos que cumprimentar os médicos brasileiros que lutaram na linha de frente, que são responsáveis por salvar vidas. Com certeza, nós temos aqui que deixar a nossa admiração e os nossos cumprimentos a esses médicos, mas eu devo salientar também, Senador, desses 15 milhões, quantas pessoas passaram por sofrimentos evitáveis? Quantas pessoas, desses 15 milhões, ficaram com sequelas que a gente não sabe nem por quanto tempo vão ficar? Então, dizer que nós temos que comemorar 15 milhões de curados é lembrar também que são 15 milhões de pessoas que foram acometidas por uma doença que traz dor, que traz sofrimento e que traz sequelas. Esses 15 milhões passaram por tudo isso... "
"297","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS)","Lamento os 480 mil mortos, lamento também. "
"298","NATALIA PASTERNAK","","Com certeza. Então, é só para lembrar, Senador, que esses 15 milhões representam muito mais do que simplesmente o número de curados. Eles representam dor, sofrimento, sequelas, sequelas que, muitas vezes, quando é o caso, por exemplo, de um jovem atleta, para pegar de novo o gancho da Copa América... Imagine um jovem atleta que fica com sequelas respiratórias de Covid e perde a sua carreira profissional. Então, esse jovem atleta está dentro dos 15 milhões. Em relação às cidades que usaram ou não usaram cloroquina e como se saíram na pandemia, eu acho que o senhor não estava aqui de manhã cedo, na hora em que eu fiz a minha apresentação, mas eu tenho certeza de que ela deve estar disponível para o senhor. Lá na apresentação, eu coloquei exatamente o perigo de a gente não eliminar os diversos fatores de confusão e atribuir a uma única intervenção o efeito da queda, por exemplo, do número de casos. Dessas cidades que usaram cloroquina, quais são as outras características dessas cidades? Qual é a pirâmide etária? Qual é a mobilidade urbana? Como é a densidade demográfica? Para saber esta resposta, se foi o tratamento precoce que teve algum efeito, a gente precisa fazer comparações justas. Então, comparar esses Municípios com Municípios similares que não usaram, por exemplo, ou fazer os testes clínicos que realmente podem dizer se aquela intervenção, aquele medicamento funciona ou não, mas a gente deve tomar cuidado com essas afirmações de que tal país usou e melhorou ou tal cidade usou e funcionou, porque existem diversos fatores de confusão em uma comunidade, e isolar esses fatores de confusão é justamente um trabalho epidemiológico muito difícil. Em relação à cloroquina ser um medicamento seguro, é óbvio que ela é um medicamento seguro para malária, para doenças reumatoides, para doenças autoimunes, e é um medicamento muito bom. Então, nunca ninguém aqui contestou que a cloroquina seja um bom medicamento aprovado, seguro, testado para as doenças nas quais ela é utilizada. O problema é usar a cloroquina em combinação com outros medicamentos para doenças onde ela nunca foi testada. Esse é o risco. Agora, eu não posso responder, Senador, sobre conduta médica. Isso eu vou passar para o meu colega, para o Dr. Cláudio, porque eu não sou médica e eu jamais poderia, então, me atrever a responder a essa pergunta. Se o Cláudio puder me ajudar... "
"299","CLÁUDIO MAIEROVITCH","(Para expor.)","Obrigado por suas palavras, Senador. Eu gostaria de comentar o conjunto. Primeiro, em relação à diminuição da pobreza, eu acho que a população brasileira deve ao Congresso Nacional boa parte das poucas notícias positivas que houve ao longo do ano passado.         Vamos nos lembrar de que houve uma proposta do Governo inicial de auxílio emergencial que, se não me falha a memória, era de R$200, que foi rebatida nas Casas Legislativas, até que se chegou a uma nova proposta de auxílio emergencial, que foi o triplo, que foi de R$600. Não se trata de mérito do Executivo ou do Legislativo, porque nós não estamos falando de dinheiro do Executivo ou do Legislativo, tanto o dinheiro para o auxílio, como o dinheiro pra saúde, como para os hospitais, como para a Fiocruz, como para o Butantan; isso é dinheiro do povo brasileiro, isso é nosso dinheiro que está sendo usado pra uma finalidade ou pra outra finalidade. Nossa expectativa sempre é a de que aqueles que detêm o poder, seja no Legislativo, no Executivo ou mesmo no Judiciário, dirijam este dinheiro conforme as maiores necessidades. E acho que houve uma opção naquele momento, que dirigiu dinheiro da população brasileira pra benefício da população brasileira. Isso foi um destaque internacional de que, de fato, houve uma inflexão importante numa curva que vinha ascendente da pobreza brasileira, em que voltamos a ter miséria ascendente e voltamos a ter fome ascendente. Então, essas questões estão aí em todos os anuários. O senhor citou uma das fontes, eu recomendo também que veja essas outras curvas que andam junto com essa. Infelizmente, essa curva de diminuição da pobreza não se sustentou neste ano, foi um lapso curto de tempo, e agora a pobreza continua aumentando, embora com o crescimento do PIB. Isso mostra uma mazela histórica do nosso País, em que o País enriquece e as pessoas empobrecem, quer dizer, nós temos menos comida na mesa do brasileiro, menos dinheiro no bolso do brasileiro, embora alguns segmentos da economia estejam lucrando, lucrando muito, particularmente, o segmento do mercado financeiro brasileiro, mas esse lucro não tem revertido em qualidade de vida ou em qualquer benefício pra boa parte da população brasileira. Da mesma forma, o dinheiro que foi destinado, no ano passado, ao combate à Covid foi um dinheiro destinado pelo Congresso Nacional, recursos da população brasileira recolhidos em impostos, taxas, tarifas, as mais diferentes formas de arrecadação. Infelizmente, o orçamento aprovado pra este ano para a saúde é inferior ao do ano passado e não destinou qualquer tipo de rubrica específica para o combate à pandemia, sabendo-se que ela não teria acabado. Então, eu acho que isso também deve ficar claro a todos. Em relação à cloroquina, de fato, o Goodman – eu admiro o Goodman, é um livro desde o tempo em que eu era estudante e, claro, vem sendo atualizado, continua sendo um livro de referência – fala da segurança de medicamentos, mas existe um princípio básico que antecede as próprias avaliações do Goodman e deve estar no seu prefácio: um medicamento só é seguro se ele é utilizado de forma útil. Qualquer medicamento utilizado pra alguma indicação para a qual ele não serve ou para a qual ele não tem eficácia é um medicamento necessariamente inseguro. Tem aquela máxima: a distância, a diferença entre o remédio e o veneno se dá na dose. Nem sempre é apenas a dose, muitas vezes a indicação pode ser por reações idiossincráticas.         Eu não ouvi completamente o quadro do paciente que o senhor falou, mas isso não vem ao caso. Eu não clinico atualmente, já tive meu tempo de clinicar em emergência, UTI, etc., atualmente eu não clinico, mas os efeitos comuns, os mais comuns, os efeitos adversos mais comuns da cloroquina, nos seus aspectos clínicos de sinais e sintomas, foram aqui apresentados por V. Sa., e eles são tratados com as medidas de suporte respectivas: a arritmia cardíaca vai ser tratada com correção hidroeletrolítica, eventualmente com a utilização de medicações antiarrítmicas; outros sintomas são tratados conforme a necessidade, conforme a característica de cada um e a característica, necessariamente, de cada paciente. Os tratamentos, nessas condições, são individualizados, obedecendo a protocolos, muitos deles consagrados, outros deles, protocolos institucionais. O que acho que é importante é que já existe, está sedimentado... Claro que qualquer coisa na ciência pode ser questionada no futuro, mas, para o momento, para o estado da arte científica hoje, nós temos evidência suficiente pra saber que a cloroquina não produz efeitos benéficos em relação à Covid-19. Então, é insustentável defender... Ainda que os efeitos adversos sejam raros e que os efeitos adversos graves sejam ainda um pouco mais raros, é insustentável a sua defesa. Caso haja alguma indicação específica, que seja feito com os controles devidos e com alguma justificativa própria. Não se trata de dizer que a cloroquina não deve ser usada, ela continua sendo uma das melhores indicações para o tratamento de malária, inclusive, no nosso caso, pra malária vivax, que é a mais comum no Brasil, uma medicação extremamente útil. Só vou fazer um reparo aqui: eu não sou cientista de profissão, não sou de trajetória acadêmica, então, minha área é gestão pública. Eu sou um sanitarista, um especialista em políticas públicas e gestão. Obrigado. "
