"","nomes","cargo_funcao","fala"
"46","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator.)","Sr. Presidente, Senador Omar Aziz; Sr. Vice-Presidente, Senador Randolfe Rodrigues; Srs. Líderes partidários; Senador Eduardo Braga; Sras. Senadoras; Srs. Senadores; em primeiro lugar, muito obrigado pela presença do Sr. Marcellus Campêlo, ex-Secretário de Estado da Saúde do Estado do Amazonas. Nós vamos, Sr. Marcellus, tentar fazer perguntas objetivas, objetivando também, claro, respostas precisas, sintéticas, rápidas, para o melhor andamento deste depoimento. Como V. Sa. sabe, seu depoimento é muito importante pra que nós possamos iluminar bastidores e compartimentos da tragédia, do colapso que aconteceu no Estado do Amazonas – um dos fatos determinados desta própria Comissão Parlamentar de Inquérito. Quais são os hospitais públicos de Manaus atuantes no combate à Covid? Se alguma pergunta o senhor já teve a oportunidade de respondê-la na introdução na sua participação inicial, por favor, releve, porque nós a repetimos exatamente para que tenhamos a ênfase necessária na resposta. Quais são os hospitais públicos de Manaus atuantes no combate à Covid?         "
"47","MARCELLUS JOSÉ BARROSO CAMPÊLO","(Para depor.)","Senador, nós temos a rede... Na rede estadual, a qual nós estávamos dirigindo, nós temos um hospital grande de referência, que é o Hospital Delphina Aziz. E, como eu falei que existia um plano de contingência, nós... Gradativamente, os hospitais iam entrando, conforme a necessidade, como atendendo Covid, mas, no ápice da pandemia, praticamente todos os hospitais tinham atendimento à Covid. Nós temos...  "
"48","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Quais são os hospitais, por favor? "
"49","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Nós temos três grandes hospitais prontos-socorros: Hospital João Lúcio, Hospital 28 de Agosto e o Hospital da Zona Leste, além de três hospitais infantis, Instituto da Criança... A Fundação Cecon também entrou no plano de contingência, que é uma fundação especializada em oncologia; então, os pacientes Covid oncológicos eram direcionados para lá. O Hospital Francisca Mendes, que é hospital do coração – pacientes com Covid com problemas cardiológicos também eram direcionados para lá. Além desses, havia as portas de entrada, SPAs e UPAs, sob gestão da Secretaria de Estado da Saúde, que também atendiam aos pacientes num primeiro momento e, depois, caso precisassem de internação, eles eram transferidos para os hospitais de referência. "
"50","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Eles são de administração da Prefeitura ou do Governo do Estado do Amazonas? "
"51","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Esses hospitais que eu relatei são hospitais administrados pelo Estado do Amazonas. O hospital que acabou sendo utilizado também como referência para a Covid no pico foi o hospital federal Getúlio Vargas, sob administração da Ebserh e também na jurisdição do Ministério da Educação. Também a rede complementar entrou com contratualização. O Hospital Beneficente Português: nós fechamos uma contratualização no mês de dezembro e também foi utilizado para leitos de UTI e leitos clínicos de Covid. "
"52","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Depois dessa primeira onda, que já havia trazido forte comoção nacional, quais foram as medidas tomadas para o fortalecimento do sistema de saúde? O primeiro período, como se sabe, de colapso no sistema de saúde do Amazonas devido à Covid-19, se deu em abril e maio de 2020, mesmo mês em que V. Sa. assumiu a Secretaria de Estado do Amazonas. Por isso eu faço esta primeira pergunta: depois dessa primeira onda que já havia trazido forte comoção, quais foram as medidas tomadas para o fortalecimento do sistema de saúde local? "
"53","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Nós trabalhamos, Senador, principalmente no hospital de referência Delphina Aziz, que não tinha a totalidade de seus leitos em funcionamento. Como eu falei, o hospital de referência Delphina Aziz é um hospital de seis andares, mas, quando nós assumimos a gestão, ele ocupava somente três andares do hospital. Então, nós fizemos o trabalho de estruturação daquele hospital, e hoje ele está sendo utilizado na sua capacidade máxima, os seis andares, com 180 leitos de UTI e 342 leitos clínicos. Também fizemos a restruturação de hospitais e a ampliação de leitos onde nós identificamos condições físicas para isso. Fizemos a ampliação de leitos no Hospital da Zona Leste.         Fizemos ampliação de leitos e reestruturação no Hospital João Lúcio. Nós fizemos a ampliação de leitos na Fundação de Medicina Tropical, que recebeu pacientes tanto de leitos clínicos quanto de leitos de UTI. No Instituto da Criança, fizemos também a estruturação e a ampliação de leitos clínicos para referência infantil. Trabalhamos a ampliação de leitos também nas maternidades; fizemos uma reestruturação nas principais maternidades de Manaus, onde eliminamos espaços ociosos, que não estavam sendo utilizados ou estavam sendo utilizados de forma inadequada, para a utilização de leitos e dar melhor atendimento à população. "
"54","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Foi solicitado algum tipo de apoio do Governo Federal para a implementação dessas medidas? "
"55","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Nós solicitamos, desde o início do plano de contingência, respiradores, monitores e bombas de infusão para essa ampliação de leitos do Ministério da Saúde. "
"56","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Manaus foi provavelmente a primeira grande cidade a ser alcançada pela segunda onda da pandemia no Brasil. Quais foram as vulnerabilidades que persistiram no Estado do Amazonas mesmo após a primeira onda? "
"57","MARCELLUS JOSÉ BARROSO CAMPÊLO","","As vulnerabilidades eu acredito que foram, principalmente, a escassez de recursos humanos, profissionais especializados, numa limitação. Nós temos um problema histórico como a falta de UTIs no interior do Amazonas. Então nós ampliamos a instalação de UCIs (Unidades de Cuidados Intermediários) em todos os Municípios do Estado, porém, nós não temos UTIs instaladas no interior do Amazonas, o que dificulta o atendimento de média e alta complexidade não só para atendimento Covid, mas também para cirurgias eletivas. Esse foi um grande gargalo e ainda é. E nós temos um projeto, a Secretaria de Estado, nós deixamos um projeto lá para instalar as primeiras UTIs no final deste ano. Temos também a questão logística. Manaus fica ali ilhada dentro da Floresta Amazônica, sem acesso a rodovias para a ligação com o restante do País. O acesso é só aéreo ou fluvial, o que dificulta também qualquer ação de logística para atender a rede numa emergência. "
"58","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","A gestão da saúde estadual contava com a possibilidade – esta pergunta é muito importante – de já se ter adquirido imunidade de rebanho em decorrência das altas taxas de contágio verificadas na primeira onda? "
"59","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não, absolutamente. Essa tese nunca foi ventilada em qualquer reunião de que eu tenha participado. Inclusive, a Dra. Rosemary Pinto, que era Diretora-Presidente da Fundação de Vigilância em Saúde, era absolutamente contra esse tipo de tese; era defensora exclusivamente das medidas não farmacológicas e tinha muita esperança na chegada das vacinas. "
"60","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","O Governo Federal sugeriu que isso pudesse ter acontecido, em alguma dessas conversas? "
"61","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não tenho conhecimento e não participei de nenhuma reunião nesse sentido, Senador. "
"62","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Qual foi o montante de recursos enviado pela União em 2020 em comparação com o ano de 2019, em que não havia pandemia? "
"63","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Senador, nós enviamos esse material. De fato... Eu vou pedir para a minha assessoria aqui me passar o relatório, mas o que nós tínhamos no fechamento do ano de 2020 eram aproximadamente 470 milhões no Fundo Estadual de Saúde, onde 115 milhões eram específicos para atendimento Covid.         Vale ressaltar que o repasse de recurso do Governo Federal – e isso é muito bom a gente ter noção –, como o Amazonas é sempre o primeiro, foi o primeiro na primeira onda e o primeiro na segunda onda, quando os recursos para o combate à Covid chegam, eles já chegam num momento onde há uma diminuição de taxas e o investimento geralmente foi feito, na sua maior parte, pelo Governo do Amazonas. Nós temos hoje... Nós temos, historicamente, no Amazonas, uma rede 85% SUS-dependente, onde apenas... Onde 82% é custeado por recursos estaduais, e apenas 18% com recursos federais. Então, há um desequilíbrio nessa conta, historicamente isso acontece no Estado do Amazonas. "
"64","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Então, a comparação de recurso, do volume de recurso... "
"65","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Se eu puder mandar posteriormente, estou pedindo para a minha assessoria aqui verificar, eu posso passar novamente. "
"66","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Eu peço para a Secretaria da Mesa, por favor, obter essas informações, elas são importantes aqui para a Comissão. Em relação aos recursos da União de caráter voluntário enviados exclusivamente para o combate à pandemia, em que foram aplicados? "
"67","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Nós aplicamos na contratação de recursos humanos. Na segunda alça epidêmica, nós contratamos mais de 2 mil profissionais de saúde em diversas especialidades para o contra-ataque. Adquirimos muito medicamento para o tratamento de pacientes, principalmente o kit intubação e outros medicamentos, compramos outros insumos para a rede, compramos equipamentos, ampliamos a rede, enfim, foi todo utilizado no que preconiza a utilização do recurso Covid. "
"68","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","O que não foi possível fazer pela falta de recursos? "
"69","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Senador, nós fizemos tudo o que era possível fazer com os recursos que tínhamos. Nós ampliamos os leitos, nós contratamos profissionais, nós adquirimos os insumos necessários, fizemos todos os esforços necessários para dotar a rede da necessidade do atendimento à pandemia. "
"70","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Em que momento a Secretaria de Estado da Saúde verificou que havia crescimento sustentado dos casos de Covid-19 no Amazonas? "
"71","MARCELLUS JOSÉ BARROSO CAMPÊLO","","A partir, como eu falei na introdução, a partir do mês de setembro, na segunda quinzena de setembro, fui alertado pela FVS, a Fundação de Vigilância em Saúde, do crescimento de internação na rede privada, o que poderia estar demonstrando ali uma contaminação das classes A e B e que poderia, logo, seguir para as demais classes. Estávamos com números, na nossa rede pública, estáveis, em decréscimo, mas na rede privada começou a ter esse acréscimo. (Intervenção fora do microfone.) "
"72","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Setembro. Foi quando nós elaboramos o plano de contingência para o enfrentamento dessa segunda alça epidêmica. Vale lembrar que, nessa época, todos os Estados brasileiros já estavam saindo da primeira onda, inclusive estava havendo já, isso é fácil de buscar no histórico, o retorno das cirurgias eletivas, etc. E nós já preocupados com a segunda alça epidêmica, já pensando em medidas de contingência para, inclusive, interromper as cirurgias eletivas.         "
