"","nomes","cargo_funcao","fala"
"48","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Isso, 48,8 milhões de habitantes. Vinte e dois vírgula nove milhões tomaram a segunda dose; portanto, 14,3% da população vacinável já recebeu a vacina. O Brasil, no ranking mundial da Our Word in Data, é o terceiro país que mais aplicou a primeira dose de vacina: Estados Unidos, Índia e Brasil. Oitenta e dois por cento dos indígenas tomaram a primeira dose e 71% dos indígenas tomaram a segunda dose – e aqui eu me refiro aos indígenas aldeados, não é? –, mostrando o compromisso do Governo Federal com a inclusão desses grupos de cidadãos brasileiros dentro do programa de vacinação. E o nosso compromisso é, sim, acelerar a vacinação no Brasil. Senador Omar Aziz, V. Exa. aqui traz um apelo muito fundamentado acerca da vacinação das forças de segurança. Eu quero dizer a V. Exa. e ao Senador Eduardo Braga que aqueles policiais que estão na linha de frente já são considerados grupos prioritários e 40% desse grupo prioritário já recebeu doses de vacinas. Na última vez em que estive aqui com os senhores, eu anunciei um contrato de mais 100 milhões de doses de vacinas da Pfizer. Então, esses 100 milhões de doses de vacinas da Pfizer serão entregues a partir de setembro até dezembro. Isso perfaz mais de 600 milhões de doses de vacinas já pactuadas com o Ministério da Saúde, o que permite afirmar para os senhores, com um grau muito forte de segurança, que teremos a nossa população vacinável, ou seja, aqueles acima de 18 anos, vacinados até o final do ano.         Nós trabalhamos para acelerar essa campanha de vacinação, buscando a antecipação de doses. Os senhores sabem que o Brasil participa da iniciativa ACT-A, por meio do braço de vacina Covax Facility, e lá o Brasil optou por ter 10% da sua população vacinável a partir da Covax Facility, e isso perfaz aproximadamente 40 milhões de doses. Nós trabalhamos pra conseguir essas antecipações. Também colocamos já no ar uma campanha publicitária muito forte, essa campanha não só acerca da vacina, mas também acerca das chamadas medidas não farmacológicas. Essa campanha é divulgada em todos os veículos de comunicação. É nítido que, aqui, a Esplanada, todos os ministérios têm a informação acerca das chamadas medidas não farmacológicas, como o uso de máscaras, o distanciamento social. O vacinômetro contribui para dar publicidade aos dados da vacina no Brasil. É claro que isso pode ser melhorado, esses dados podem ficar de mais simples interpretação do cidadão comum brasileiro. Nós trabalhamos pra isso. Nós pretendemos e já pactuamos no Conass e Conasems uma grande campanha para testagem no Brasil. No momento atual, Senador Marcos do Val, nós temos testes chamados testes rápidos de antígeno, e esse teste rápido de antígeno permite não só a identificação dos pacientes que são contaminados, mas também o adequado tratamento, como, por exemplo, o isolamento desses pacientes, bem como o dos seus contactantes. Quando eu assumi o ministério, nós vivíamos uma curva ascendente da chamada segunda onda. Essa segunda onda em muito se deveu à chamada variante Gama, que é a P1, que foi inicialmente diagnosticada em Manaus. Essa variante, como os senhores sabem, ela parecia e parece mais contagiosa, ela rapidamente se tornou dominante no Brasil e provavelmente mais letal, até porque pressiona mais o sistema de saúde. Então, tivemos picos de óbitos da ordem de 4 mil óbitos por dia. Hoje, nós vivemos um cenário sanitário que não é tranquilo, mas houve uma queda, uma desaceleração paulatina desses óbitos, até cerca de 15 dias atrás, quando nós tivemos uma desaceleração dessa queda e um novo número de casos, e esse novo número de casos... Como os senhores sabem, aumentam os casos, posteriormente aumentam as internações, aumenta a pressão sobre o sistema de saúde e, posteriormente, pode haver aumento de óbitos. Então, nós estamos vigilantes em relação a esses aspectos.  Estamos trabalhando no Ministério da Saúde para reforçar Estados e Municípios com insumos estratégicos. Os problemas de oxigênio que aconteceram no passado – e são motivo de discussão aqui nesta douta Comissão –, nós estamos vigilantes para que não falte oxigênio. Eu tenho acompanhado pessoalmente. O Estado de Mato Grosso do Sul, com dificuldade... Nós procuramos dar suporte com a Força Aérea Brasileira para transferir pacientes, para levar oxigênio. Mesmo em relação a Estados do Nordeste, Senador Humberto Costa, com o Agreste pernambucano sofrendo... Eu estive lá, fui inspecionar a planta da White Martins, juntamente com o Secretário Estadual de Saúde, Dr. André Longo. Nós distribuímos mais de 5 mil concentradores de oxigênio, o que pode ajudar dentro desse contexto. O chamado kit de intubação é uma preocupação, porque o mercado nacional não tem condição de suprir toda a necessidade, sobretudo numa ambiência onde há muitos casos. Nós já estamos em negociação, já adquirimos 5,1 milhões de itens desse kit de intubação numa ação conjunta com a Organização Pan-Americana da Saúde. Estão em andamento novas negociações para trazer mais kits, de tal sorte que estamos trabalhando diuturnamente para fornecer as melhores condições para solucionar esse problema.         Na minha outra passagem na CPI, Senador Omar Aziz, foi muito me questionado acerca de fármacos, a exemplo da hidroxicloroquina, da ivermectina e de outros, de que ainda não há uma evidência científica comprovada da sua eficácia. Essa questão, que espreita o enfrentamento à pandemia desde o início, tem gerado uma forte divisão na classe médica. De um lado, há aqueles como eu, que sou mais vinculado às sociedades científicas, e há o pensamento, do outro lado, dos médicos assistenciais que estão na linha de frente, que relatam casos de sucesso com esses tratamentos. Eles discutem de maneira muito calorosa. A mim, como Ministro da Saúde, cabe procurar harmonizar esse contexto, para que tenhamos uma condição mais pacífica na classe médica e possamos avançar. Como médico, eu entendo que essas discussões são unilaterais e nada contribuem para pôr fim ao caráter pandêmico dessa doença. O que vai pôr fim ao caráter pandêmico dessa doença é ampliar a campanha de vacinação, Senador Reguffe. Então, o meu foco é um, é exclusivo: ampliar a campanha de vacinação no Brasil. E, para isso, eu vou envidar todos os meus esforços. Essa questão dessa divergência médica, como está bem claro aqui nas discussões desta CPI, sem analisar o mérito de quem está certo ou errado... Eu dei a solução que existe na legislação. A Lei 8.080, um dos regulamentos sanitários mais avançados do mundo, foi complementada com a lei que criou a Comissão Nacional de Incorporação de Tecnologias no SUS. É dela a prerrogativa de elaborar protocolos clínicos e diretrizes terapêuticas. É uma esfera técnica, Senadora Eliziane Gama. E se tem que seguir a lei para a criação de um protocolo clínico e de uma diretriz terapêutica, até porque nós já temos mais de um ano dessa pandemia, e é preciso que se tenha uma orientação fundamentada para a classe médica. Nesse sentido, um grupo de técnicos e de médicos do mais alto nível, liderado pelo Professor Carlos Carvalho, professor titular de Pneumologia da Universidade de São Paulo, tem trabalho com outros médicos para apresentar uma proposta de um protocolo clínico, o qual já foi posto em consulta pública, no que tange aos pacientes hospitalizados. Entre os hospitalizados, é onde acontece o maior número de óbitos. Em consulta pública, Senador Heinze, houve 63 contribuições a essa consulta, o que mostra que estamos no caminho certo. A proposta que foi ali colocada já tem o condão de trazer uma harmonia acerca do tratamento hospitalar, e cabe ao Ministério da Saúde pluralizar essas informações para que tenhamos mais efetividade no enfrentamento à pandemia nos nossos hospitais. Nós sabemos que a mortalidade hospitalar dos pacientes que são intubados é elevada. A doença é grave, mas, se nós padronizarmos essas condutas e, através de instrumentos como a teleducação, levarmos apoio a esses médicos – há muitos médicos jovens que estão na linha de frente –, pode ser que consigamos reduzir essa mortalidade. Então, não só o tratamento hospitalar, mas há outras situações já foram observadas pela Conitec que são prioritárias. As vacinas estão analisadas e com proposta de incorporação ao SUS para ser política pública. As vacinas com registro definitivo têm recomendação de aprovação.         Outro item: Ecmo tem sido discutido, até um projeto de lei foi suscitado na Câmara dos Deputados. Entendo que não é matéria legislativa incluir um tratamento; é a Conitec que define isso, Senador Rogério Carvalho, e esse tema está em discussão também na consulta pública. Então, são esses pontos que eu trago aqui para os senhores. Eu vi também que, por parte do Senador Humberto Costa, em seu requerimento, ele faz menção a uma portaria do SUS, uma portaria do gabinete do ministro, Portaria 885. A gente vive hoje essas mídias sociais em ebulição, e aparece como se o ministro, depois do depoimento, tivesse feito uma portaria para retaliar quem quer que seja. Eu quero só explicar que essa portaria decorreu de entendimentos que vêm desde 2017, do TCU, Senador Humberto Costa, e isso visa estabelecer responsabilidades. O senhor já foi Ministro da Saúde e sabe que são várias secretarias, há atos que são tomados pelos senhores secretários. Cada um tem que tomar a sua decisão e ser responsável por ela. Então, a portaria é nesse sentido. O cuidado com o recurso público é algo comum, de todos nós aqui, seja eu como gestor público, sejam os senhores como Senadores. Os senhores já exerceram funções no Executivo governando seus Estados. E eu quero crer que seja pacificado aqui entre nós que o compromisso com a aplicabilidade correta das verbas públicas seja uma prioridade para todos. Então, Senador Omar Aziz e Senador Renan Calheiros, eu estou aqui perante os senhores com o objetivo de contribuir com o Brasil para enfrentar essa pandemia, esse é o meu objetivo. Essa é uma missão que não é só para um homem, não é uma missão para um médico. Essa é uma missão para uma nação, e nós precisamos fazer com que o nosso País se reencontre para, juntos, superarmos essa crise sanitária de uma vez por todas e, depois, voltarmos a divergir, porque a divergência é parte da construção da democracia. Então, fico à disposição dos senhores para os esclarecimentos que os senhores julgarem necessários. "
"49","PRESIDENTE","(Omar Aziz. PSD - AM)","Obrigado, Ministro.         Eu vou passar a palavra ao Relator Renan Calheiros. "
"50","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator.)","Sr. Presidente desta Comissão Parlamentar de Inquérito, Senador Omar Aziz, Sr. Vice-Presidente, Senador Randolfe Rodrigues, Srs. Senadores, Sras. Senadoras, o Ministro Queiroga, como todos sabem, retorna a esta Comissão Parlamentar de Inquérito após um depoimento repleto de omissões e algumas tentativas de, obviamente, não responder ao que nós havíamos lhe perguntado, o que, infelizmente, tornou sua volta a esta CPI inevitável. Naquela oportunidade, mais uma vez, o assunto da pandemia foi tratado aqui na CPI com muita seriedade, dirigindo-lhe questionamentos diretos, técnicos, enfatizados, repetidos, sem provocações e nem ataques pessoais, como o Governo costuma fazer. V. Exa. negou-se a trazer informações sobre a situação das políticas adotadas pelo Ministério da Saúde no momento da sua chegada. Além disso, foi evasivo ao informar sobre questões centrais como a estratégia de comunicação educativa com a população, o atraso na compra de vacinas e o uso de cloroquina e de outros medicamentos no âmbito de um suposto ineficaz tratamento precoce da Covid-19. Não podemos, de forma nenhuma, deixar de enfrentar esses aspectos, ainda que eles causem contrariedade ou constrangimento aos membros do Governo Federal, pois eles são caríssimos à combalida saúde do povo brasileiro. Com esse espírito, nós passamos a ouvir novamente o seu depoimento a esta Comissão Parlamentar de Inquérito. Ontem, novamente, o Presidente da República utilizou dados falsos com relação à Covid e disse aos brasileiros, num verdadeiro desrespeito aos mais de 474 mil mortos – 474.614 exatamente –, que pelo menos a metade deles não havia morrido de Covid e atribuiu esses falsos números e essa falsa informação – pasmem! – ao Tribunal de Contas da União, diante do lamentável silêncio de V. Exa., que, mais uma vez, se repetiu. Eu peço para, rapidamente, exibir o vídeo nº 1, Izabelle, por favor. (Procede-se à exibição de vídeo.)         "
"51","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","V. Exa. havia dito a esta CPI que sua chegada ao ministério representava uma sinalização de mudança de posicionamento do Governo Federal acerca dos assuntos como distanciamento social, adoção de medidas de higienização e de vacinação. No dia de sua posse como Ministro, 298.843 pessoas já haviam falecido pela Covid-19, e agora já nos aproximamos, infelizmente, dos 480 mil óbitos. Passo às perguntas, Ministro. Com mais de 70 dias de gestão, quais foram as principais alterações de curso promovidas por V. Exa. no Ministério da Saúde? "
"52","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","(Para depor.)","Senador, obrigado pela pergunta. Eu acho que, na minha fala inicial – tenho certeza –, eu já demonstrei claramente o que nós fizemos em nossa gestão: ampliamos fortemente a campanha de vacinação; mais de 70 milhões de doses de vacinas distribuídas; aquisição de mais de 100 milhões de doses da vacina da Pfizer; um contrato já na iminência de ser assinado com a Moderna de 100 milhões de doses; antecipação de doses de vacinas – o que faz com que tenhamos a certeza de que até o final do ano a população vacinável brasileira estará vacinada. Em relação às medidas não farmacológicas, eu tenho tido uma determinação pessoal em recomendá-las. E essas recomendações são para todos – todos os brasileiros, sem exceção. Não há exceção. O cuidado é individual, o benefício é de todos. Aqui eu digo de maneira clara e textual: o Ministério da Saúde tem, de maneira clara, se manifestado acerca desse ponto. "
"53","ROGÉRIO CARVALHO","(Bloco Parlamentar da Resistência Democrática/PT - SE)","Só o Presidente da República é exceção? "
"54","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","É exatamente essa a pergunta. V. Exa. tratou dessas mudanças com o Presidente da República? "
"55","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Senador... "
"56","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","O que lhe foi orientado e dito por ele? "
"57","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","... o Presidente da República não conversou comigo acerca da atitude dele. Eu sou Ministro da Saúde. Eu não sou um sensor do Presidente da República. Eu faço parte de um Governo. O Presidente da República não é julgado pelo Ministro da Saúde. As recomendações sanitárias estão postas. Cabe a todos aderir a essas recomendações. "
"58","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","E o Ministério da Saúde, por exemplo, não tem atuado para orientar essas autoridades do Governo... "
"59","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Tem atuado fortemente. "
